0;2,624959126
0,04410298;2,582342103
0,105114699;2,591261945
0,166126418;3,012476706
0,223070689;5,54610827
0,267812617;9,881746135
0,308487096;13,40508372
0,341950037;16,94078435
0,379018748;20,66974224
0,425426225;25,21123792
0,476269324;28,92932539
0,532196734;32,64815618
0,593208453;36,36773029
0,654220172;39,93269381
0,715231891;43,08536241
0,776243611;45,00114625
0,83725533;45,06160296
0,898267049;45,0705228
0,959278768;45,07944264
1,020290487;45,08836248
1,081302207;45,09728233
1,142313926;45,15773903
1,208409955;45,03856003
1,264337364;45,12404185
1,325349084;45,13296169
1,386360803;45,14188154
1,447372522;45,15080138
1,508384241;45,15972122
1,569395961;45,16864106
1,63040768;45,1775609
1,691419399;45,18648075
1,752431118;45,19540059
1,813442838;45,20432043
1,874454557;45,21324027
1,944711538;45,54339575
1,996477995;44,66417444
2,057489714;45,70383158
2,118501434;46,23842744
2,179513153;45,25783948
2,240524872;45,26675932
2,301536591;45,27567917
2,362548311;45,28459901
2,42356003;45,29351885
2,484571749;46,23010226
2,545583468;48,19742297
2,606595188;50,2678174
2,667606907;52,28667497
2,728618626;54,30553254
2,789630345;56,27285325
2,845557755;59,02279098
2,891316544;63,29673327
2,931991024;67,55447119
2,972665503;71,6575985
3,008255673;75,27038228
3,043845842;79,01200823
3,084520322;83,19244084
3,125194801;87,37287345
3,165869281;91,47600077
3,20654376;95,73373868
3,24721824;99,9141713
3,287892719;104,0946039
3,328567199;108,1977312
3,369241678;112,4554691
3,409916158;116,6359018
3,450590637;120,8163344
3,491265117;124,8035037
3,531939596;129,2931575
3,572614076;133,2803269
3,613288555;137,5380648
3,653963035;141,6411921
3,694637514;145,8989301
3,735311994;150,0020574
3,775986473;154,2597953
3,816660952;158,3629226
3,852251122;161,9757064
3,887841292;165,7173323
3,928515771;169,8204596
3,964105941;173,227096
3,99969611;177,1748694
4,05053921;181,4856308
4,111550929;182,2160667
4,172562648;182,2249866
4,233574367;182,2339064
4,294586087;182,2428263
4,355597806;182,2517461
4,416609525;182,2606659
4,477621244;182,2695858
